city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
0,-0.25586038956795226,2,2,2,2,-0.13945009381710394,30000.0
4,-0.17234255103477678,2,2,2,1,-0.12495422508893408,35000.0
3,0.07821096456474966,3,2,2,0,-0.2554170436424629,36000.0
1,-0.42289606663430324,2,2,0,2,-0.09596248763259434,24500.0
1,-0.464654985900891,1,2,0,2,0.13597141201812357,31507.0
0,1.1589317951840403,4,4,0,1,1.6290458910196204,400000.0
3,-0.4128739260103222,2,1,0,2,-0.47285507456501097,9000.0
1,-0.3477300119544453,2,2,2,2,0.3534094429406716,50000.0
1,0.1199698838313374,3,3,6,0,0.06349206837727422,65000.0
1,1.9991212508277858,4,5,0,1,2.208880640146415,700000.0
0,-0.3811371473677155,2,2,0,1,-0.24092117491429305,20000.0
1,-0.5707226408380238,1,1,0,0,0.7882855047857678,43000.0
1,-0.28843234659589073,2,2,2,0,0.4548805240378607,60000.0
1,-0.6734495822338297,1,1,0,2,0.8027813735139376,31000.0
4,-0.0888247125016013,3,3,2,0,-0.22642530618612317,32000.0
4,-0.3393782281011277,2,1,0,0,-0.34239225601148215,16500.0
4,-0.005306873968425824,2,2,2,0,-0.38587986219599174,23000.0
2,0.3287644801642761,2,2,2,1,-0.5163426807495206,18000.0
3,-0.5064139051674788,2,1,0,1,-0.47285507456501097,7250.0
2,-0.25586038956795226,1,2,0,1,-0.5453344182058603,8000.0
1,-0.42289606663430324,2,1,0,1,1.121690485533675,75000.0
3,-0.3811371473677155,2,2,0,1,-0.4438633371086712,11000.0
4,-0.2725639572745874,2,2,2,1,-0.3134005185551424,20000.0
4,-0.29761930883454,2,2,0,1,-0.2989046498269725,20000.0
1,0.2160153981444892,3,4,0,1,1.440599597553412,200000.0
2,-0.0888247125016013,3,3,0,2,-0.28440878109880263,28000.0
2,-0.42289606663430324,1,1,0,1,-0.5163426807495206,7500.0
2,0.3287644801642761,2,2,2,1,-0.6178137618467097,8000.0
3,0.5793179957638025,3,3,4,0,-0.24092117491429305,55000.0
4,-0.5481728244340665,1,1,0,0,-0.2699129123706328,12999.0
3,0.1199698838313374,3,3,2,2,-0.37138399346782186,28000.0
1,-0.29761930883454,2,2,0,2,-0.22642530618612317,24000.0
3,0.7463536728301535,3,2,2,2,-0.4583592058368411,32000.0
1,-0.7152085015004174,1,1,0,2,0.17945901820263319,15000.0
4,-0.13058363176818905,2,2,0,1,-0.22642530618612317,30000.0
1,0.11161809997801984,3,3,0,2,1.9334591343111875,230000.0
3,-0.7569674207670052,3,2,2,2,1.1941698291745242,26000.0
3,-0.3978407150743506,2,2,0,1,-0.4148715996523315,12000.0
0,0.829871511363329,4,4,3,0,0.33891357421250173,150000.0
4,1.9156034122946104,4,5,2,1,0.4838722614942005,280000.0
4,0.07821096456474966,2,2,2,2,-0.22642530618612317,38000.0
2,-0.29761930883454,2,1,0,0,-0.356888124739652,17500.0
0,-0.6400424468205594,2,2,0,1,0.6723185549604088,32000.0
0,0.5375590764972148,4,5,3,2,0.13597141201812357,100000.0
2,0.1032663161247023,2,2,2,2,-0.5888220243903699,8000.0
4,0.15170666247394407,3,3,3,2,-0.5163426807495206,15000.0
1,-0.7060215392617681,1,1,0,1,-0.13945009381710394,10000.0
0,0.39557875099081646,3,3,3,1,-0.13945009381710394,60000.0
0,0.49580015723062704,3,3,3,0,-0.05247488144808473,75000.0
4,0.4122823186974516,3,3,3,0,-0.22642530618612317,52000.0
3,-0.25586038956795226,2,1,0,2,-0.5453344182058603,8000.0
1,-0.6734495822338297,1,0,0,2,-0.4438633371086712,5000.0
4,-0.3811371473677155,1,1,0,1,-0.4003757309241616,13000.0
4,0.662835834296978,4,4,3,2,-0.38587986219599174,40000.0
3,-0.42289606663430324,1,1,0,1,-0.2119294374579533,20000.0
0,0.059837040087451054,2,2,4,2,-0.47285507456501097,18000.0
2,-0.3393782281011277,2,1,2,2,-0.38587986219599174,15000.0
2,-0.1556389833281417,2,2,2,2,-0.5453344182058603,9000.0
4,-0.25586038956795226,2,2,0,2,-0.5163426807495206,10000.0
0,0.5793179957638025,3,3,2,1,-0.1104583563607642,72000.0
1,-0.13058363176818905,2,2,0,0,1.223161566630864,130000.0
1,-0.48135855360752605,2,2,0,1,0.2664342305716524,35000.0
3,-0.5899317437006542,1,1,0,1,-0.13945009381710394,15000.0
3,0.35381983172422876,3,3,0,2,-0.356888124739652,35000.0
1,-0.3602576877344216,1,1,0,0,0.7882855047857678,69000.0
4,-0.005306873968425824,3,2,2,1,-0.2554170436424629,33000.0
3,0.9133893498965044,4,4,2,1,1.4550954662815818,330000.0
2,0.1199698838313374,3,2,3,1,-0.4438633371086712,21000.0
4,-0.2475086057146347,2,2,2,1,-0.1104583563607642,32000.0
4,-0.42289606663430324,1,1,0,2,-0.28440878109880263,17000.0
0,-0.005306873968425824,1,2,0,2,-0.5308385494776905,12000.0
3,0.20348772236451287,3,2,2,0,-0.05247488144808473,60000.0
1,0.3396217991735889,3,3,3,2,1.5130789411942613,230000.0
3,0.46239302181735686,3,2,2,1,-0.4293674683805013,30000.0
2,-0.464654985900891,1,1,3,1,-0.4293674683805013,10000.0
2,0.07821096456474966,2,2,3,1,-0.4148715996523315,23000.0
1,-0.5147656890207962,1,1,0,0,0.04899619964910436,25000.0
0,-0.25586038956795226,2,2,0,1,-0.03797901271991486,36000.0
3,-0.44294034788226533,3,2,0,1,-0.13945009381710394,22000.0
1,-0.36192804450508514,2,2,0,1,0.991227666980146,78000.0
0,0.10911256482202458,2,2,0,1,-0.1104583563607642,50000.0
4,-0.23498092993465838,2,2,0,2,-0.1104583563607642,33000.0
4,-0.5064139051674788,1,1,0,1,-0.4293674683805013,9000.0
0,0.5375590764972148,3,4,3,1,0.13597141201812357,100000.0
3,-0.25586038956795226,2,1,0,1,-0.5163426807495206,10000.0
4,0.3287644801642761,3,3,2,0,-0.2554170436424629,45000.0
2,-0.4020166070010094,2,1,2,2,-0.34239225601148215,15000.0
3,-0.5481728244340665,1,1,0,1,-0.5308385494776905,5000.0
3,0.5793179957638025,3,3,2,1,-0.3278963872833123,45000.0
3,-0.25586038956795226,2,2,0,2,0.03450033092093449,40000.0
1,0.7463536728301535,4,5,2,1,2.9336740765549085,500000.0
4,-0.48971033746084364,1,1,0,1,-0.4148715996523315,10000.0
0,-0.3393782281011277,2,1,0,1,-0.5308385494776905,7500.0
1,-0.631690662967242,2,2,0,2,0.30992183675616203,23999.0
0,-0.2182773622280233,2,2,0,1,0.0779879371054441,45000.0
3,0.0072208018115504985,3,3,0,1,-0.2989046498269725,30000.0
0,-0.0888247125016013,2,2,0,1,-0.3278963872833123,25000.0
0,-0.42289606663430324,2,2,0,1,-0.00898727526357512,28000.0
4,-0.2725639572745874,2,2,0,1,-0.2699129123706328,23000.0
4,0.20348772236451287,3,3,2,1,-0.2554170436424629,40000.0
1,-0.7152085015004174,1,1,0,0,0.17945901820263319,15000.0
0,0.3454680478709112,4,5,2,1,-0.1684418312734437,55000.0
0,0.11161809997801984,3,2,2,1,-0.4003757309241616,25000.0
1,-0.05541757708833111,3,3,0,1,1.0926987480773351,130000.0
4,-0.35608179580776284,2,2,2,1,-0.3134005185551424,18000.0
0,-0.5064139051674788,1,1,0,1,-0.3278963872833123,12500.0
3,-0.17234255103477678,2,2,2,0,-0.2119294374579533,30000.0
0,-0.25586038956795226,1,1,0,2,-0.4148715996523315,15000.0
4,-0.2592011031092793,2,2,0,2,-0.3278963872833123,20000.0
3,-0.8655406108601332,2,2,0,2,2.208880640146415,14000.0
0,-0.040384366152359526,2,2,0,1,0.23744249311531268,68000.0
4,-0.42289606663430324,1,1,0,2,-0.356888124739652,14000.0
4,0.16172880309792514,3,3,3,1,-0.3278963872833123,33000.0
4,-0.464654985900891,1,1,0,1,-0.28440878109880263,15500.0
0,1.2892196232957942,4,4,0,1,-0.5018468120213507,35000.0
0,0.07821096456474966,3,2,0,1,0.30992183675616203,83334.0
3,-0.21410147030136453,2,2,2,0,-0.09596248763259434,35000.0
2,-0.164825945566791,2,2,0,0,-0.05247488144808473,40000.0
3,0.28700556089768836,3,3,2,1,0.7158061611449184,140000.0
1,-0.47968819683686253,1,2,0,2,0.20845075565897292,33000.0
1,0.07821096456474966,3,3,0,0,1.3101367789998832,170000.0
0,-0.26003628149461105,10,2,0,1,-0.356888124739652,18000.0
0,-0.42289606663430324,1,1,0,1,-0.356888124739652,14000.0
3,-0.005306873968425824,1,1,0,1,-0.2989046498269725,30000.0
4,-0.3811371473677155,1,1,2,2,-0.4293674683805013,12000.0
1,-0.631690662967242,1,1,0,2,-0.19743356872978343,12000.0
4,-0.17234255103477678,2,2,0,1,-0.5018468120213507,12000.0
4,0.07403507263809088,2,2,0,1,-0.28440878109880263,34000.0
3,0.6210769150303903,4,4,3,1,-0.37138399346782186,40000.0
1,-0.5899317437006542,1,1,0,2,0.4693763927660306,32000.0
1,-0.29761930883454,2,2,0,2,1.7305169721168094,130000.0
0,1.0461827131642534,4,5,0,0,0.04899619964910436,120000.0
3,-0.17234255103477678,2,2,0,1,-0.4293674683805013,16500.0
0,0.057331504931455786,3,2,2,1,-0.2989046498269725,32000.0
0,0.99690718842968,3,3,3,1,0.5708474738632197,200000.0
2,-0.005306873968425824,3,3,3,1,-0.47285507456501097,17000.0
1,-0.29761930883454,2,2,2,1,0.33891357421250173,53000.0
0,0.23021343069512903,3,3,2,1,0.3534094429406716,100000.0
1,-0.6734495822338297,1,1,0,2,-0.4293674683805013,5500.0
0,-0.464654985900891,1,1,0,1,-0.00898727526357512,26000.0
3,0.662835834296978,3,3,0,0,0.52735986767871,160000.0
4,0.21016914944716691,2,2,0,0,-0.34239225601148215,32000.0
0,-0.3393782281011277,1,1,0,1,-0.48735094329318085,10000.0
3,-0.8571888270068158,1,1,0,0,2.0349302154083766,15000.0
3,-0.32267466039449266,2,2,0,1,-0.08146661890442447,30000.0
0,0.829871511363329,4,4,3,1,0.5128639989505402,180000.0
3,0.07821096456474966,3,2,4,0,0.09248380583361397,65000.0
1,-0.464654985900891,2,2,0,0,0.3679053116688415,40000.0
0,0.9133893498965044,4,4,0,1,-0.4293674683805013,40000.0
1,-0.25586038956795226,2,2,3,1,0.6143350800477293,72000.0
1,-0.0888247125016013,3,3,2,0,0.25193836184348256,65000.0
1,1.3142749748557467,3,3,3,2,0.9332441920674666,300000.0
2,-0.005306873968425824,2,2,0,2,-0.5743261556622,8458.0
0,0.9133893498965044,3,5,3,1,-0.15394596254527382,82000.0
3,-0.29761930883454,2,2,0,2,-0.2989046498269725,20000.0
1,-0.5064139051674788,1,1,0,0,0.4693763927660306,40000.0
0,0.4122823186974516,3,3,2,1,-0.28440878109880263,44000.0
0,-0.25586038956795226,2,2,0,0,-0.2554170436424629,24000.0
3,-0.3811371473677155,2,2,0,1,-0.4003757309241616,13000.0
1,0.6068788824797504,3,5,4,1,0.17945901820263319,110000.0
3,-0.6233388791139244,1,1,0,1,-0.34239225601148215,8500.0
4,-0.005306873968425824,2,2,0,0,-0.4583592058368411,18000.0
3,-0.5147656890207962,2,2,0,2,-0.47285507456501097,7500.0
0,0.3379514424029254,3,3,0,1,-0.2119294374579533,50000.0
3,2.8342996361595407,5,5,5,0,2.5132938834379823,1000000.0
3,0.5793179957638025,4,4,3,0,0.5128639989505402,150000.0
1,-0.25586038956795226,2,2,0,2,0.30992183675616203,55000.0
4,0.4122823186974516,3,3,3,0,-0.37138399346782186,35000.0
0,-0.17234255103477678,2,2,2,0,-0.34239225601148215,22000.0
4,-0.3435541200277865,2,2,0,2,-0.08146661890442447,29000.0
4,-0.4454458830382606,1,1,0,2,-0.13945009381710394,22000.0
3,-0.17234255103477678,3,2,0,1,-0.05247488144808473,40000.0
3,0.07821096456474966,3,3,0,1,-0.47285507456501097,18000.0
3,1.1639428654960309,4,4,3,1,0.759293767329428,250000.0
0,0.5793179957638025,3,3,2,2,0.1214755432899537,100000.0
1,-0.5272933648007726,1,1,0,1,0.6868144236885786,45000.0
0,0.9133893498965044,4,4,0,0,-0.1684418312734437,80000.0
0,1.0804250269628555,3,3,0,1,-0.356888124739652,55000.0
1,0.24524664163110063,3,4,0,2,2.1508971652337356,280000.0
1,-0.11889113437354448,2,2,3,2,-0.5163426807495206,12000.0
1,-0.553183894746057,1,2,0,2,0.8752607171547869,48000.0
1,-0.41621463955164917,2,2,0,2,0.3824011803970114,45000.0
3,0.3287644801642761,3,3,2,1,-0.0669707501762546,65000.0
1,-0.7569674207670052,1,1,0,2,-0.18293770000161355,7000.0
2,-0.29761930883454,2,2,2,2,-0.38587986219599174,16000.0
3,-0.5481728244340665,3,2,0,0,-0.2119294374579533,15000.0
4,-0.0888247125016013,2,2,2,1,-0.1104583563607642,40000.0
3,-0.7569674207670052,1,1,0,0,-0.1104583563607642,8000.0
0,0.5793179957638025,3,4,3,0,0.28093009929982227,120000.0
3,-0.43542374241427956,1,1,0,0,-0.2699129123706328,17000.0
0,-0.25586038956795226,2,2,0,1,-0.3278963872833123,20000.0
0,-0.6734495822338297,1,1,0,1,-0.2989046498269725,8000.0
4,0.3287644801642761,3,3,3,0,-0.2554170436424629,45000.0
2,0.07821096456474966,2,2,0,1,-0.5163426807495206,15000.0
0,0.09491453227138476,2,2,3,1,-0.5163426807495206,15000.0
3,0.21100432783249867,3,2,2,2,-0.37138399346782186,30400.0
4,0.16172880309792514,3,3,0,1,-0.47285507456501097,20000.0
0,-0.42289606663430324,2,1,0,1,-0.47285507456501097,9000.0
0,4.003549375623997,5,7,0,1,0.5998392113195594,530000.0
1,-0.464654985900891,2,2,0,1,0.8172772422421075,57000.0
1,0.02141883436219033,3,3,0,1,0.9042524546111267,130000.0
4,0.915059706667168,4,5,2,2,-0.03797901271991486,100000.0
2,-0.5064139051674788,2,1,0,1,-0.5308385494776905,5500.0
4,-0.5064139051674788,1,1,0,0,-0.24092117491429305,15500.0
3,-0.25586038956795226,3,3,3,2,0.6723185549604088,75000.0
2,-0.3143228765411751,2,1,0,2,-0.5888220243903699,5000.0
3,-0.5481728244340665,1,1,0,2,-0.5018468120213507,6000.0
1,-0.06711007448297568,2,2,0,0,0.4983681302223703,84000.0
4,-0.17234255103477678,2,2,2,2,-0.1684418312734437,32000.0
0,-0.5899317437006542,1,1,0,0,0.09248380583361397,21500.0
0,0.8891691767218836,5,5,2,0,-0.12495422508893408,85000.0
1,-0.6734495822338297,1,1,0,2,0.5128639989505402,25000.0
1,-0.5272933648007726,1,2,0,0,0.4548805240378607,37500.0
1,0.017242942435531556,3,3,0,0,0.6288309487758992,100000.0
4,-0.42289606663430324,1,1,0,1,-0.5018468120213507,8000.0
2,-0.3811371473677155,2,1,2,1,-0.4003757309241616,13000.0
3,-0.17234255103477678,2,2,0,2,-0.5018468120213507,12000.0
0,1.1639428654960309,3,3,3,2,-0.4293674683805013,45199.0
2,0.036452045298161914,3,2,3,1,-0.37138399346782186,25000.0
2,-0.1055282802082364,2,2,2,2,-0.5163426807495206,12000.0
1,-0.29761930883454,2,2,0,2,0.6288309487758992,68000.0
4,0.053155613004797014,2,2,2,0,-0.1684418312734437,42000.0
4,-0.42289606663430324,1,1,0,0,-0.3134005185551424,15500.0
0,-0.5899317437006542,1,1,0,2,-0.3278963872833123,10000.0
0,-0.21410147030136453,2,2,0,2,-0.19743356872978343,29000.0
1,0.036452045298161914,3,3,0,0,0.5708474738632197,100000.0
1,-0.4972269429288294,1,1,2,0,1.5855582848351106,80000.0
3,-0.4479514181942559,2,1,0,2,-0.48735094329318085,7800.0
0,0.8064865165740398,3,4,0,0,-0.12495422508893408,80000.0
4,-0.2725639572745874,3,2,0,1,-0.4438633371086712,13000.0
0,-0.8989477462734035,2,2,0,1,6.07927759056777,14000.0
4,-0.21410147030136453,2,2,2,2,-0.4148715996523315,16000.0
3,-0.43124785048762077,2,2,0,2,-0.48735094329318085,8000.0
1,-0.42289606663430324,2,2,3,2,-0.3278963872833123,15000.0
4,-0.48302891037818957,1,1,0,1,-0.4148715996523315,10000.0
1,-0.027856690372383204,3,3,0,1,1.0637070106209954,130000.0
3,-0.17234255103477678,2,2,0,1,-0.5308385494776905,10000.0
1,-0.13058363176818905,2,2,0,1,-0.08146661890442447,40000.0
3,0.5793179957638025,4,3,0,2,-0.3278963872833123,45000.0
4,-0.25586038956795226,2,2,2,2,-0.24092117491429305,25000.0
1,-0.5899317437006542,1,2,0,2,0.15046728074629345,23000.0
0,1.498014219628733,4,4,2,1,-0.19743356872978343,100000.0
1,-0.02201044167506092,2,2,0,1,-0.4148715996523315,20000.0
4,0.7672331324634474,3,3,2,1,-0.34239225601148215,48000.0
2,-0.5481728244340665,2,2,0,1,-0.05247488144808473,20000.0
1,-0.5523487163607252,1,1,0,2,0.5418557364068799,38000.0
1,-0.4771826616808673,1,1,0,1,0.28093009929982227,36000.0
0,1.6650498966950837,4,6,4,0,-0.2699129123706328,90000.0
3,-0.6759551173898249,1,1,0,1,-0.20226552497250674,10000.0
3,-0.5857558517739954,1,1,0,1,-0.2554170436424629,12000.0
4,-0.1222318479148715,2,2,0,0,-0.2699129123706328,28000.0
0,0.07821096456474966,2,1,0,1,-0.4438633371086712,20000.0
3,-0.4730067697542085,2,1,0,2,-0.28440878109880263,15000.0
4,-0.2700584221185921,2,2,2,1,-0.1684418312734437,28000.0
0,-0.25586038956795226,1,2,0,1,-0.38587986219599174,16500.0
3,-0.17234255103477678,2,2,2,1,-0.22642530618612317,28500.0
1,-0.4153794611663174,2,2,0,1,1.4550954662815818,90000.0
0,-0.0888247125016013,2,2,0,1,-0.22642530618612317,32000.0
0,2.166156927894137,4,4,4,2,-0.5308385494776905,39000.0
4,-0.49806212131416117,1,1,2,1,-0.12495422508893408,20000.0
4,0.12832166768465494,3,3,0,2,-0.4148715996523315,24000.0
0,0.3663475075042051,3,3,2,1,0.10697967456178384,85000.0
4,-0.29761930883454,2,1,2,2,-0.2989046498269725,20000.0
0,2.445941686980275,4,5,10,2,0.7447978986012581,400000.0
1,-0.29761930883454,2,2,0,2,1.440599597553412,110000.0
3,-0.09717649635491886,2,2,0,1,-0.2989046498269725,27000.0
4,-0.4788530184515308,1,1,0,2,-0.4003757309241616,10500.0
3,6.592602370152437,4,4,4,1,0.8398263713748162,950000.0
0,-0.5064139051674788,1,1,0,0,0.03450033092093449,25000.0
1,-0.09216542604292832,3,3,2,0,2.078417821592886,190000.0
4,-0.29761930883454,2,1,0,1,-0.4003757309241616,15000.0
1,-0.6108112033339481,1,1,0,2,0.28093009929982227,25000.0
2,0.49580015723062704,3,3,3,2,-0.48735094329318085,23000.0
0,0.24524664163110063,3,2,0,1,-0.3278963872833123,35000.0
3,-0.43542374241427956,2,1,0,2,-0.48735094329318085,8000.0
0,-0.464654985900891,1,1,0,1,-0.09596248763259434,22500.0
1,-0.13058363176818905,3,2,2,2,0.5998392113195594,85000.0
1,-0.2850916330545637,2,2,0,2,1.3971119913689023,110000.0
0,-0.3811371473677155,2,1,0,2,-0.5743261556622,5000.0
3,0.45404123796403933,3,3,3,2,-0.34239225601148215,40000.0
2,0.07821096456474966,3,3,2,2,-0.38587986219599174,25000.0
1,-0.0888247125016013,2,2,0,0,0.39689704912518126,75000.0
2,-0.48135855360752605,1,1,2,1,-0.5453344182058603,5500.0
4,-0.0888247125016013,2,2,0,1,-0.5453344182058603,10000.0
0,0.3287644801642761,3,3,2,2,-0.2554170436424629,45000.0
0,1.6650498966950837,4,5,2,1,-0.15394596254527382,110000.0
4,-0.4020166070010094,1,2,0,2,-0.03797901271991486,28000.0
2,-0.13058363176818905,2,2,2,0,-0.47285507456501097,14000.0
1,-0.6108112033339481,1,2,0,2,0.9332441920674666,42000.0
1,0.07821096456474966,3,3,2,2,0.15046728074629345,70000.0
3,-0.42289606663430324,2,2,0,1,-0.4293674683805013,11000.0
1,-0.42289606663430324,1,1,0,2,-0.13945009381710394,23000.0
0,-0.42289606663430324,2,2,0,1,-0.2989046498269725,16000.0
4,-0.5064139051674788,1,1,0,0,0.17945901820263319,30000.0
4,-0.3310264442478102,2,1,0,2,-0.4438633371086712,12000.0
3,0.20348772236451287,2,2,0,1,-0.5598302869340301,12000.0
4,-0.3393782281011277,2,2,0,2,-0.5598302869340301,6000.0
0,-0.0888247125016013,2,2,0,0,-0.4148715996523315,18500.0
4,-0.25586038956795226,3,3,3,1,-0.3278963872833123,20000.0
2,-0.0888247125016013,2,2,2,0,-0.2554170436424629,30000.0
1,0.41645821062411037,4,4,0,1,2.7452277830887004,380000.0
4,-0.29761930883454,1,1,0,1,-0.5598302869340301,7000.0
4,-0.4061924989276681,2,2,2,1,-0.12495422508893408,24000.0
1,-0.29761930883454,2,2,0,0,0.5708474738632197,65000.0
1,-0.02201044167506092,3,3,2,2,0.7158061611449184,110000.0
4,-0.005306873968425824,3,2,2,0,-0.2989046498269725,30000.0
3,-0.7486156369136876,2,3,3,2,2.6292608332633414,48000.0
0,0.09825524581271178,3,2,0,2,-0.3278963872833123,30000.0
0,-0.5899317437006542,1,1,0,1,-0.18293770000161355,14000.0
1,0.3287644801642761,4,4,2,2,0.860764848426617,160000.0
4,-0.1740129078054403,1,1,0,0,-0.37138399346782186,20000.0
0,-0.44878659657958764,2,2,0,1,-0.37138399346782186,12500.0
4,-0.43959963434093835,1,1,0,2,-0.34239225601148215,14000.0
1,-0.21410147030136453,2,2,2,0,2.208880640146415,170000.0
3,-0.3978407150743506,2,1,0,2,-0.48735094329318085,9000.0
0,0.07821096456474966,2,2,0,0,-0.2699129123706328,35000.0
4,-0.464654985900891,1,2,0,1,-0.1684418312734437,20000.0
3,0.7463536728301535,2,1,0,0,-0.28440878109880263,55000.0
2,-0.21410147030136453,1,1,2,1,-0.48735094329318085,12000.0
0,0.24524664163110063,3,3,2,1,-0.2699129123706328,40000.0
4,-0.6734495822338297,1,1,0,1,-0.47285507456501097,4500.0
3,-0.29761930883454,2,2,0,2,-0.18293770000161355,26000.0
4,-0.5064139051674788,1,1,0,2,-0.3134005185551424,13000.0
